,Pseudocode,Description,Label
267,"create integer lookup [ MAX] [ MAX]
for i = 0 to n exclusive, lookup [ i ] [ 0 ] = arr [ i ]
for j = 1 to n inclusive, change i from 0 to n exclusive, incrementing i by 1  (j - 1) ) ] [ j - 1 ] [ j - 1 ], change lookup [ i ] [ j - 1 ] to lookup [ i ] [ j - 1 ]
else lookup [ i ] [ j ] = lookup [ i + ( 1  ( j - 1 ) ) ] [ j - 1 ]
j = integer with j = log2 = R - L + 1
if lookup [ L] [j] = lookup [ R - ( 1  j ) + 1 ] [ j ], return lookup [ L ] [ j ]
else return lookup [ R - ( 1  j ) + 1 ] [ j ]
declare integer main ( ) and integer array a with size ] =  7, 2, 3, 0, 5, 10, 3, 12, 18
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create buildSparseTable ( a, n )
print query ( 0, 4 ) and a new line
print query ( 4, 7 )
print query ( 7, 8 )
return 0
","Check if the Xor of the frequency of all digits of a number N is zero or not | C ++ implementation of the above approach ; creating a frequency array ; Finding the last digit of the number ; Dividing the number by 10 to eliminate last digit ; counting frequency of each digit ; checking if the xor of all frequency is zero or not ; Driver function
",0
268,"table = integer array of size MAX, MAX, table = integer
for i = 0 to n exclusive, table [ i ] [ 0 ] = arr [ i ]
for j = 1 to n inclusive, set table [ i ] [ j ] to __gcd ( table [ i ] [ j - 1 ], table [ i + ( 1  ( j - 1) ) ) [ j - 1 ] ) )
declare query with integers L, R, j as arguments, returning integer, log2 with R - L + 1 as arguments, returning integer
return __gcd ( table [ L] [ j ], table [ R - ( 1  j ) + 1 ] [ j ] )
declare integer main ( ) and integer array a with size ] =  7, 2, 3, 0, 5, 10, 3, 12, 18
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create buildSparseTable ( a, n )
print query ( 0, 2 ) and a new line
print query ( 1, 3 )
print query ( 4, 5 )
return 0
","Sparse Table | C ++ program to do range minimum query using sparse table ; lookup [ i ] [ j ] is going to store GCD of arr [ i . . j ] . Ideally lookup table size should not be fixed and should be determined using n Log n . It is kept constant to keep code simple . ; it builds sparse table . ; GCD of single element is element itself ; Build sparse table ; Returns GCD of arr [ L . . R ] ; Find highest power of 2 that is smaller than or equal to count of elements in given range . For [ 2 , 10 ] , j = 3 ; Compute GCD of last 2 ^ j elements with first 2 ^ j elements in range . For [ 2 , 10 ] , we find GCD of arr [ lookup [ 0 ] [ 3 ] ] and arr [ lookup [ 3 ] [ 3 ] ] , ; Driver program
",1
269,"table = integer array of size MAX, MAX, table = integer
for i = 0 to n exclusive, table [ i ] [ 0 ] = arr [ i ]
for j = 1 to n inclusive, set table [ i ] [ j ] to __gcd ( table [ i ] [ j - 1 ], table [ i + ( 1  ( j - 1) ) ) [ j - 1 ] ) )
declare query with integers L, R, j as arguments, returning integer, log2 with R - L + 1 as arguments, returning integer
return __gcd ( table [ L] [ j ], table [ R - ( 1  j ) + 1 ] [ j ] )
declare integer main ( ) and integer array a with size ] =  7, 2, 3, 0, 5, 10, 3, 12, 18
create integer n with n = sizeof ( a ) / sizeof ( a [ 0 ] )
create buildSparseTable ( a, n )
print query ( 0, 2 ) and a new line
print query ( 1, 3 )
print query ( 4, 5 )
return 0
","Number of strings in two array satisfy the given conditions | C ++ program for the above approach ; To store the frequency of string after bitmasking ; To store result for each string in arr2 [ ] ; Traverse the arr1 [ ] and bitmask each string in it ; Bitmasking for each string s ; Update the frequency of string with it 's bitmasking value ; Traverse the arr2 [ ] ; Bitmasking for each string s ; Check if temp is present in an unordered_map or not ; Check for next set bit ; Push the count for current string in resultant array ; Print the count for each string ; Driver Code ; Function call
",0
270,"in void function minimizeWithKSwaps (int arr [ ], int n, int k )  for i = 0 to n - 1 && k > 0 ; ++ i )  int pos = i
for j = i + 1 to n exclusive, break if j - i is greater than k
if arr [j] is less than arr [ pos ], pos = j
for j = pos to i exclusive swap arr [j ] and arr [ j - 1 ]
decrement k by pos - i
declare integer main ( ), integer arr =  7, 6, 9, 2, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer k with k = 3
minimizeWithKSwaps ( arr, n, k )
for i = 0 to n exclusive, print arr [ i ] and "" ""
","Lexicographically smallest array after at | C ++ program to find lexicographically minimum value after k swaps . ; Modifies arr [ 0. . n - 1 ] to lexicographically smallest with k swaps . ; Set the position where we want to put the smallest integer ; If we exceed the Max swaps then terminate the loop ; Find the minimum value from i + 1 to max k or n ; Swap the elements from Minimum position we found till now to the i index ; Set the final value after swapping pos - i elements ; Driver code ; Function calling ; Print the final Array
",1
271,"in void function minimizeWithKSwaps (int arr [ ], int n, int k )  for i = 0 to n - 1 && k > 0 ; ++ i )  int pos = i
for j = i + 1 to n exclusive, break if j - i is greater than k
if arr [j] is less than arr [ pos ], pos = j
for j = pos to i exclusive swap arr [j ] and arr [ j - 1 ]
decrement k by pos - i
declare integer main ( ), integer arr =  7, 6, 9, 2, 1  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
create integer k with k = 3
minimizeWithKSwaps ( arr, n, k )
for i = 0 to n exclusive, print arr [ i ] and "" ""
","Largest and smallest Fibonacci numbers in an Array | C ++ program to find minimum and maximum fibonacci number in given array ; Function to create hash table to check Fibonacci numbers ; Insert initial two numbers in the hash table ; Sum of previous two numbers ; Update the variable each time ; Function to find minimum and maximum fibonacci number in given array ; Find maximum value in the array ; Creating a set containing all Fibonacci numbers up to maximum value in the array ; For storing the Minimum and Maximum Fibonacci number ; Check if current element is a fibonacci number ; Update the maximum and minimum accordingly ; Driver code
",0
272,"if k is greater than n, return -1
create integer csum with csum = new integer array of size n
set csum [ 0 ] to arr [ 0 ]
for i = 1 to n exclusive, set csum [ i ] to csum [ i - 1 ] + arr [ i ]
create integers max_sum with max_sum = csum [ k - 1 ] and max_end = k - 1
for i = k to n exclusive, curr_sum = csum [ i ] - csum [ i - k ]
if curr_sum is greater than max_sum, set max_sum to curr_sum
set max_end to i
delete [ ] csum
return max_end - k + 1
declare integer main ( ), integer arr =  1, 12, -5, -6, 50, 3  ;
create integer k with k = 4
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" The maximum average subarray of "" "" length "" k  "" begins at index ""  findMaxAverage ( arr, n, k )
return 0
","Find maximum average subarray of k length | C ++ program to find maximum average subarray of given length . ; Returns beginning index of maximum average subarray of length ' k ' ; Check if ' k ' is valid ; Create and fill array to store cumulative sum . csum [ i ] stores sum of arr [ 0 ] to arr [ i ] ; Initialize max_sm as sum of first subarray ; Find sum of other subarrays and update max_sum if required . ; To avoid memory leak ; Return starting index ; Driver program
",1
273,"if k is greater than n, return -1
create integer csum with csum = new integer array of size n
set csum [ 0 ] to arr [ 0 ]
for i = 1 to n exclusive, set csum [ i ] to csum [ i - 1 ] + arr [ i ]
create integers max_sum with max_sum = csum [ k - 1 ] and max_end = k - 1
for i = k to n exclusive, curr_sum = csum [ i ] - csum [ i - k ]
if curr_sum is greater than max_sum, set max_sum to curr_sum
set max_end to i
delete [ ] csum
return max_end - k + 1
declare integer main ( ), integer arr =  1, 12, -5, -6, 50, 3  ;
create integer k with k = 4
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" The maximum average subarray of "" "" length "" k  "" begins at index ""  findMaxAverage ( arr, n, k )
return 0
","Unique paths covering every non | C ++ implementation of the approach ; Function for dfs . i , j == > Current cell indexes vis == > To mark visited cells ans == > Result z == > Current count 0 s visited z_count == > Total 0 s present ; Mark the block as visited ; update the count ; If end block reached ; If path covered all the non - obstacle blocks ; Up ; Down ; Left ; Right ; Unmark the block ( unvisited ) ; Function to return the count of the unique paths ; int z_count = 0 ; Total 0 s present ; Count non - obstacle blocks ; Starting position ; Driver code
",0
274,"if k is greater than n, return -1
create integer sum with sum = arr [ 0 ]
for i = 1 to k exclusive, add arr [ i ] to sum
create integers max_sum, max_end with max_sum = sum, max_end = k - 1
for i = k to n exclusive, sum = sum + arr [ i ] - arr [ i - k ]
if sum is greater than max_sum, set max_sum to sum
set max_end to i
return max_end - k + 1
declare integer main ( ), integer arr =  1, 12, -5, -6, 50, 3  ;
create integer k with k = 4
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" The maximum average subarray of "" "" length "" k  "" begins at index ""  findMaxAverage ( arr, n, k )
return 0
","Find maximum average subarray of k length | C ++ program to find maximum average subarray of given length . ; Returns beginning index of maximum average subarray of length ' k ' ; Check if ' k ' is valid ; Compute sum of first ' k ' elements ; Compute sum of remaining subarrays ; Return starting index ; Driver program
",1
275,"if k is greater than n, return -1
create integer sum with sum = arr [ 0 ]
for i = 1 to k exclusive, add arr [ i ] to sum
create integers max_sum, max_end with max_sum = sum, max_end = k - 1
for i = k to n exclusive, sum = sum + arr [ i ] - arr [ i - k ]
if sum is greater than max_sum, set max_sum to sum
set max_end to i
return max_end - k + 1
declare integer main ( ), integer arr =  1, 12, -5, -6, 50, 3  ;
create integer k with k = 4
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
print "" The maximum average subarray of "" "" length "" k  "" begins at index ""  findMaxAverage ( arr, n, k )
return 0
","Bitwise OR of bitwise AND of all possible non | C ++ program for the above approach ; Function to find the Bitwise OR of Bitwise AND of all possible subarrays after performing the every query ; Traversing each pair of the query ; Stores the Bitwise OR ; Updating the array ; Find the Bitwise OR of new updated array ; Print the ans ; Driver Code
",0
276,"create map  pair  int, int >, int > m
if m. find ( pos, myturn  ) is not m. end ( ) ), return m [  pos, myturn  ]
if pos >= n return 0
if! myturn is true, set ans to min ( findMinimum ( a, n, pos + 1,! myturn ) + a [ pos ], findMinimum ( a, n, pos + 2,! myturn ) + a [ pos ] + a [ pos + 1 ] ) )
m [  pos, myturn  ] = ans
return ans
if myturn is true, set ans to min of findMinimum ( a, n, pos + 1,! myturn ) and findMinimum ( a, n, pos + 2,! myturn ) )
m [  pos, myturn  ] = ans
return ans
return 0
declare countPenality with integer arr [ ], N, integer pos = 0
turn = integer with turn = 0
return findMinimum ( arr, N, pos, turn )
printAnswer is a void function with int arguments arr and N and a = countPenality ( arr and N)
create integer sum with sum = 0
for i = 0 to N exclusive, add arr [ i ] to sum
print a
declare integer main ( ) and integer arr [ ] =  1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
printAnswer ( arr, N )
return 0
","Minimum score possible for a player by selecting one or two consecutive array elements from given binary array | C ++ program for the above approach ; Stores the minimum score for each states as map < pair < pos , myturn > , ans > ; Function to find the minimum score after choosing element from array ; Return the stored state ; Base Case ; Player A 's turn ; Find the minimum score ; Store the current state ; Return the result ; Player B 's turn ; Find minimum score ; Store the current state ; Return the result ; Function that finds the minimum penality after choosing element from the given binary array ; Starting position of choosing element from array ; 0 denotes player A turn 1 denotes player B turn ; Function Call ; Print the answer for player A and B ; Minimum penalty ; Calculate sum of all arr elements ; Print the minimum score ; Driver Code
",1
277,"create map  pair  int, int >, int > m
if m. find ( pos, myturn  ) is not m. end ( ) ), return m [  pos, myturn  ]
if pos >= n return 0
if! myturn is true, set ans to min ( findMinimum ( a, n, pos + 1,! myturn ) + a [ pos ], findMinimum ( a, n, pos + 2,! myturn ) + a [ pos ] + a [ pos + 1 ] ) )
m [  pos, myturn  ] = ans
return ans
if myturn is true, set ans to min of findMinimum ( a, n, pos + 1,! myturn ) and findMinimum ( a, n, pos + 2,! myturn ) )
m [  pos, myturn  ] = ans
return ans
return 0
declare countPenality with integer arr [ ], N, integer pos = 0
turn = integer with turn = 0
return findMinimum ( arr, N, pos, turn )
printAnswer is a void function with int arguments arr and N and a = countPenality ( arr and N)
create integer sum with sum = 0
for i = 0 to N exclusive, add arr [ i ] to sum
print a
declare integer main ( ) and integer arr [ ] =  1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
printAnswer ( arr, N )
return 0
","Program to find parity | C ++ program to find parity of an integer ; Function to get parity of number n . It returns 1 if n has odd parity , and returns 0 if n has even parity ; Driver program to test getParity ( )
",0
278,"create integer constant MAX with MAX = 1000001
prime = boolean array of size MAX
declare SieveOfEratosthenes with void, set memset ( prime, true, sizeof ( prime ) )
for p = 2 to MAX inclusive, if prime [ p ] is true, increment p p ) and set prime [ i ] to false
return s + ( e - s ) / 2
if qs = ss and qe >= se, return st [ si]
if se is less than qs ss, return 0
mid = integer with mid = getMid ( ss, se )
return getSumUtil ( st, ss, mid, qs, qe, 2 * si + 1 ) + getSumUtil ( st, mid + 1, se, qs, qe, 2 * si + 2)
if i is less than ss i, return void updateValueUtil (int * st, int se, int i, int diff, int si )
st [ si] = st [ si] + diff
if se is not ss, mid = getMid ( ss, se )
call updateValueUtil (st, ss, mid, i, diff, 2 * si + 1)
call updateValueUtil (st, mid + 1, se, i, diff, 2 * si + 2)
if i  0 i > n - 1, print "" - 1""
return
diff = int with diff = new_val - arr [ i ]
create integer prev_val with prev_val = arr [ i ]
arr [ i ] = new_val
if prime [ new_val] prime [ prev_val] )  if not prime [ prev_val ], updateValueUtil ( st, 0, n - 1, i, new_val, 0 )
else if prime [ new_val] is true, call updateValueUtil (st, 0, n - 1, i, - prev_val, 0 )
else updateValueUtil ( st, 0, n - 1, i, diff, 0 )
if qs  0 qe > n - 1 qs > qe print "" - 1""
return -1
return getSumUtil ( st, 0, n - 1, qs, qe, 0 )
if ss is se, st is equal to prime [ arr [ ss]] ], st [ si ] is equal to arr [ ss ]
else st [ si] = 0
return st [ si]
mid = int with mid = getMid ( ss, se )
st [ si] = constructSTUtil ( arr, ss, mid, st, si * 2 + 1 ) + constructSTUtil ( arr, mid + 1, se, st, si * 2 + 2)
return st [ si]
declare integer variable constructST with integer arr [ ], integer n, integer x = ( integer ) ( ceil ( log2 ( n ) ) ) as arguments
max_size = 2 * ( int ) pow ( 2, x ) - 1
create integer * st with st = new integer array of size max_size
create constructSTUtil ( arr, 0, n - 1, st, 0 )
return st
declare integer main ( ), integer arr [ ] =  1, 3, 5, 7, 9, 11  ;
create integer n with n = sizeof ( arr ) / sizeof ( arr [ 0 ] )
Q = integer array of size 3 and 3 with Q =   1, 1, 3 ,  2, 1, 10 ,  1, 1, 3
call SieveOfEratosthenes ( )
create integer st with st = constructST ( arr, n )
print getSum ( st, n, 1, 3 ) and a new line
updateValue ( arr, st, n, 1, 10 )
print getSum ( st, n, 1, 3 ) and a new line
return 0
","Sum of prime numbers in range [ L , R ] from given Array for Q queries | C ++ program for the above approach ; Function to find the prime numbers ; Create a boolean array prime [ ] and initialize all entries it as true A value in prime [ i ] will finally be false if i is Not a prime ; Check if prime [ p ] is not changed , then it is a prime ; Update all multiples of p greater than or equal to the square of it numbers which are multiple of p and are less than p ^ 2 are already been marked ; Function to get the middle index from corner indexes ; Function to get the sum of values in the given range of the array ; If segment of this node is a part of given range , then return the sum of the segment ; If segment of this node is outside the given range ; If a part of this segment overlaps with the given range ; Function to update the nodes which have the given index in their range ; If the input index lies outside the range of this segment ; If the input index is in range of this node , then update the value of the node and its children ; Function to update a value in input array and segment tree ; Check for erroneous input index ; Get the difference between new value and old value ; Update the value in array ; Update the values of nodes in segment tree only if either previous value or new value or both are prime ; If only new value is prime ; If only new value is prime ; If both are prime ; Return sum of elements in range from index qs ( query start ) to qe ( query end ) . It mainly uses getSumUtil ( ) ; Check for erroneous input values ; Function that constructs Segment Tree ; If there is one element in array , store it in current node of segment tree and return ; Only add those elements in segment tree which are prime ; If there are more than one elements , then recur for left and right subtrees and store the sum of values in this node ; Function to construct segment tree from given array ; Height of segment tree ; Maximum size of segment tree ; Allocate memory ; Fill the allocated memory st ; Return the constructed segment tree ; Driver code ; Function call ; Build segment tree from given array ; Print sum of values in array from index 1 to 3 ; Update : set arr [ 1 ] = 10 and update corresponding segment tree nodes ; Find sum after the value is updated
",1
